messages,sender_labels,receiver_labels,speakers,receivers,absolute_message_index,relative_message_index,seasons,years,game_score,game_score_delta,players,game_id
your not going to lose one in the south,True,True,england,russia,1152,88,Fall,1902,5,-1,"russia, england",9
Tell that to the Austrians,True,True,russia,england,1153,89,Fall,1902,6,1,"russia, england",9
lol. Talk to them. Get turkey to support you.,True,True,england,russia,1154,90,Fall,1902,5,-1,"russia, england",9
"If only it was that easy. The Austrians distrust me now. I'm going to be real with you, they're massive idiots. The Turks already support me but even with their support it's possible to lose either Rumania or Warsaw, depending on if I guess correctly.",True,True,russia,england,1155,91,Fall,1902,6,1,"russia, england",9
gah. Fine,True,True,england,russia,1156,92,Fall,1902,5,-1,"russia, england",9
want to bounce somewhere so it doesn't look like were allies?,True,False,england,russia,1158,93,Fall,1902,5,-1,"russia, england",9
with Bar,True,True,england,russia,1159,94,Fall,1902,5,-1,"russia, england",9
"You could easily bounce off of Stp or Norway and tell anyone suspicious that you thought you could easily get tricky, or something of that nature.",True,True,russia,england,1160,95,Fall,1902,6,1,"russia, england",9
sure,True,True,england,russia,1161,96,Fall,1902,5,-1,"russia, england",9
JSYK France is being squirrely and talking to me about pivoting on you.,True,NOANNOTATION,russia,england,1326,97,Spring,1903,7,3,"russia, england",9
Greetings Russia ! I have a proposal for you,True,True,turkey,russia,0,0,Spring,1901,3,-1,"russia, turkey",9
Excellent! I'm always open to a good proposal. What do you have for me?,True,True,russia,turkey,1,1,Spring,1901,4,1,"russia, turkey",9
"I figure that since this setup means there are no groups chats, it'll be pretty hard to coordinate against us, so if we can get a Juggernaut rolling, we'll be pretty unstoppable",True,True,turkey,russia,2,2,Spring,1901,3,-1,"russia, turkey",9
"Agreed, though I don't think that it'd be much harder to coordinate through the multiple channels, even if that does mean that there's potentially more room for deception.",True,True,russia,turkey,6,3,Spring,1901,4,1,"russia, turkey",9
"Well, in any case, if you want to go for it, if definitely be game",True,True,turkey,russia,19,4,Spring,1901,3,-1,"russia, turkey",9
I'd,True,True,turkey,russia,20,5,Spring,1901,3,-1,"russia, turkey",9
"I'm down for it, sure",True,True,russia,turkey,22,6,Spring,1901,4,1,"russia, turkey",9
"Great! What do you think about openings then? For now I put in something pretty standard, but if you want we could also try something fancier",True,True,turkey,russia,26,7,Spring,1901,3,-1,"russia, turkey",9
"Also a heads up, at anyone nosing around, I'm acting like I'm not sure what I'm doing / considering going after you -- just thought you should hear it from me first",True,True,turkey,russia,30,8,Spring,1901,3,-1,"russia, turkey",9
"I think we should stay conventional for the time being, after all, it's convention for a reason. And that's a good policy, keep your opponents underestimating you and they'll be surprised when you start whupping them.",True,True,russia,turkey,33,9,Spring,1901,4,1,"russia, turkey",9
"Alrighty, sounds good to me",True,True,turkey,russia,34,10,Spring,1901,3,-1,"russia, turkey",9
So a bounce in Bla then?,True,True,turkey,russia,35,11,Spring,1901,3,-1,"russia, turkey",9
Sounds good to me,True,True,russia,turkey,36,12,Spring,1901,4,1,"russia, turkey",9
👍,True,True,turkey,russia,39,13,Spring,1901,3,-1,"russia, turkey",9
Would you be ok holding sev this turn so I can start to send my fleet towards the Mediterranean?,True,True,turkey,russia,224,14,Fall,1901,3,-1,"russia, turkey",9
"if so, one idea we could go for if we want to simulate conflict between us is I move to rum, and you support yourself in, so it looks like I was trying to bounce you",True,True,turkey,russia,225,15,Fall,1901,3,-1,"russia, turkey",9
hopefully then you can get Austria to trust you and leave themselves vulnerable,True,True,turkey,russia,226,16,Fall,1901,3,-1,"russia, turkey",9
"Can do, and also I very much like that idea, keeps them from catching on too early.",True,True,russia,turkey,227,17,Fall,1901,4,1,"russia, turkey",9
"Great, sounds like a plan then",True,True,turkey,russia,228,18,Fall,1901,3,-1,"russia, turkey",9
"I'll probably be sending my other army to Syria then, so I can build a fleet in Smy and start moving West",True,True,turkey,russia,229,19,Fall,1901,3,-1,"russia, turkey",9
Unless you think it should go to Armenia for extra play action?,True,True,turkey,russia,230,20,Fall,1901,3,-1,"russia, turkey",9
"Armenia makes it harder to be in position when the fighting starts if you ask me, from Syria you can easily convoy out, but either way works for me.",False,True,russia,turkey,231,21,Fall,1901,4,1,"russia, turkey",9
"mm, thats fair yea -- I'll think it over and get back to you on that then",True,True,turkey,russia,232,22,Fall,1901,3,-1,"russia, turkey",9
"ok, so here's what Im thinking: I'm pretty suspicious of a Lepanto coming from Italy/Austria, so I don't think I'll really have the opportunity to convoy in the immediate future
That being said, I think we can still make good progress if we can catch Austria by surprise with our alliance, so I'd say it's more important to prioritize the fake aggression
And then in the spring, the army can fall back to Syria/Smyrna to block up a Lepanto if it comes to that",True,True,turkey,russia,234,23,Fall,1901,3,-1,"russia, turkey",9
"That scans to me, yeah. It certainly is shaping up to be a pretty standard Lepanto right now.",True,True,russia,turkey,235,24,Fall,1901,4,1,"russia, turkey",9
What's the plan for Spring? Do we spring the trap now?,True,True,russia,turkey,521,25,Spring,1902,6,2,"russia, turkey",9
I think we probably should -- do we want to attack ser right away or just focus on holding what we have while we bring our other units into position?,True,True,turkey,russia,532,26,Spring,1902,4,-2,"russia, turkey",9
"Attacking Serbia without support moving into Bulgaria risks leaving it empty with an enemy fleet in the Aegean if the Austrians attack with the fleet in Greece, and would likely just bounce if they tried to attack with the army in Serbia. Maybe wait a turn to get fleets into better positions?",True,True,russia,turkey,534,27,Spring,1902,6,2,"russia, turkey",9
"Alrighty, I'd be on board with that",True,True,turkey,russia,535,28,Spring,1902,4,-2,"russia, turkey",9
"Would it be possible to get your support in holding onto Bul then, or do you think we should keep up our pretending? (if possible, id like to be able to move my fleet to aeg)",True,True,turkey,russia,537,29,Spring,1902,4,-2,"russia, turkey",9
"I can do that yeah. Things would be easier and more fluid defensively if I moved into the Black Sea, but I get if that would be trusting me a little farther than you're willing to.",True,True,russia,turkey,538,30,Spring,1902,6,2,"russia, turkey",9
I was just about to suggest that myself actually -- tho the support in Bul would still be appreciated for this turn,True,True,turkey,russia,539,31,Spring,1902,4,-2,"russia, turkey",9
"Alright, just didn't want to overstep the lines, you know how it is. I can probably even use it to keep up the subterfuge even with supporting you, since it would be really easy to misclick supporting Bulgaria to stay put rather than supporting Serbia to Bulgaria.",False,True,russia,turkey,541,32,Spring,1902,6,2,"russia, turkey",9
Do you think you'll move both fleets out or support one into the Aegean?,True,True,russia,turkey,542,33,Spring,1902,6,2,"russia, turkey",9
I was thinking of moving both out but I'm not 100% decided yet,True,True,turkey,russia,543,34,Spring,1902,4,-2,"russia, turkey",9
"Well a standard Lapanto requires that Italy move into Eastern Mediterranean, so at worst if the Austrians try to move into the Aegean you'd have both bounced. I can talk to both of them and ensure that the Austrians don't do that though, so you can bounce the Italians *and* succeed at moving into the Aegean.",False,True,russia,turkey,544,35,Spring,1902,6,2,"russia, turkey",9
"That would be the ideal, if you supported into the Aegean the Italians would succeed at moving into the Eastern Med and then you'd have problems.",True,True,russia,turkey,545,36,Spring,1902,6,2,"russia, turkey",9
That's what I was hoping for yea -- though I'm also not really sure whats up with the Austrian fleet build,True,True,turkey,russia,546,37,Spring,1902,4,-2,"russia, turkey",9
"Yeah, the Italians are on edge about that as well. The Austrians are opaque though since they only speak in a single 10 minute period on any given day.",True,True,russia,turkey,547,38,Spring,1902,6,2,"russia, turkey",9
ain't that the truth rip lol,True,True,turkey,russia,559,39,Spring,1902,4,-2,"russia, turkey",9
"Hey, I think I can get the Italians on our side against Austria, are you willing to let them have Greece?",True,True,russia,turkey,716,40,Fall,1902,6,2,"russia, turkey",9
"I'd be ok with it in the short term maybe, but if they get too big, itll be kinda hard for me to make any sorta progress in the med ya",True,True,turkey,russia,718,41,Fall,1902,4,-2,"russia, turkey",9
"Yeah, obviously it's temporary, but in the short term having them on our side helps us speed Austria's demise significantly, and their position will be absurdly weak.",False,True,russia,turkey,719,42,Fall,1902,6,2,"russia, turkey",9
"Thanks for the backup in Rumania btw, didn't suspect that the Austrians would catch on before we'd gotten started. I'll likely need that support again I'm afraid.",True,True,russia,turkey,720,43,Fall,1902,6,2,"russia, turkey",9
